"HOUSEHOLD DATA
ANNUAL AVERAGES
11.  Employed persons by detailed occupation, sex, race, and Hispanic or Latino ethnicity",,,,,,
Credit counselors and loan officers,400,54.4,79.0,13.1,4.7,12.4
"Tax examiners and collectors, and revenue agents",61,57.9,76.6,14.5,5.8,15.9
Tax preparers,96,67.6,81.9,13.9,3.9,17.4
Other financial specialists,82,54.2,71.0,15.5,7.7,9.0
Professional and related occupations,"36,502",57.0,76.5,10.5,10.1,10.1
Computer and mathematical occupations,"5,603",25.2,65.4,9.1,23.0,8.4
Computer and information research scientists,42,–,–,–,–,–
Computer systems analysts,594,35.6,68.0,9.7,18.7,8.1
Information security analysts,137,11.4,79.8,11.9,6.9,15.8
Computer programmers,417,21.1,63.9,6.3,28.3,6.6
Software developers,"1,883",19.4,57.5,6.2,34.1,5.9
Software quality assurance analysts and testers,82,25.1,57.6,12.0,29.6,9.2
Web developers,104,27.8,79.3,3.7,16.2,5.9
Web and digital interface designers,70,44.8,81.7,5.9,9.9,15.8
Computer support specialists,660,25.9,72.2,13.0,10.7,11.6
Database administrators and architects,121,28.8,62.1,5.9,30.1,5.6
Network and computer systems administrators,238,19.8,77.3,9.0,11.8,7.8
Computer network architects,107,9.3,67.8,14.8,15.5,16.1
"Computer occupations, all other",792,28.0,67.3,13.3,15.8,11.2
Actuaries,32,–,–,–,–,–
Mathematicians,3,–,–,–,–,–
Operations research analysts,156,42.9,77.5,13.6,8.6,9.5
Statisticians,61,50.3,60.4,7.9,28.0,2.0
Other mathematical science occupations,103,37.8,63.6,9.3,25.7,6.2
Architecture and engineering occupations,"3,169",16.5,78.0,6.0,13.6,10.6
"Architects, except landscape and naval",190,28.2,78.8,7.2,12.5,8.5
Landscape architects,27,–,–,–,–,–
"Surveyors, cartographers, and photogrammetrists",45,–,–,–,–,–
Aerospace engineers,129,11.6,83.3,6.8,9.1,10.5
Agricultural engineers,7,–,–,–,–,–
Bioengineers and biomedical engineers,22,–,–,–,–,–
Chemical engineers,70,19.4,81.5,1.5,13.9,10.0
Civil engineers,422,16.0,81.9,3.9,13.6,12.4
Computer hardware engineers,89,18.4,54.6,5.4,39.2,14.5
Electrical and electronics engineers,268,11.8,76.1,5.4,17.2,8.9
Environmental engineers,33,–,–,–,–,–
"Industrial engineers, including health and safety",225,23.4,74.7,5.2,19.1,5.9
Marine engineers and naval architects,16,–,–,–,–,–
Materials engineers,53,25.5,83.5,5.3,9.4,7.1
Mechanical engineers,357,8.7,80.4,5.0,11.5,6.7
"Mining and geological engineers, including mining safety engineers",17,–,–,–,–,–
Nuclear engineers,10,–,–,–,–,–
Petroleum engineers,15,–,–,–,–,–
"Engineers, all other",560,15.3,72.3,7.5,17.7,10.0
Architectural and civil drafters,38,–,–,–,–,–
Other drafters,95,18.8,90.4,1.8,6.6,22.9
Electrical and electronic engineering technologists and technicians,82,3.2,79.5,8.8,7.1,15.4
"Other engineering technologists and technicians, except drafters",344,19.1,76.5,9.0,8.7,16.4
Surveying and mapping technicians,56,9.9,89.6,3.2,3.0,6.3
"Life, physical, and social science occupations","1,627",49.3,75.1,6.5,14.9,8.5
Agricultural and food scientists,32,–,–,–,–,–
Biological scientists,84,46.0,79.8,5.6,13.7,10.1
Conservation scientists and foresters,19,–,–,–,–,–
Medical scientists,112,52.4,58.7,3.8,37.4,4.7
"Life scientists, all other",6,–,–,–,–,–
Astronomers and physicists,19,–,–,–,–,–
Atmospheric and space scientists,10,–,–,–,–,–
Chemists and materials scientists,80,40.4,64.2,10.7,19.7,2.2
"Environmental scientists and specialists, including health",46,–,–,–,–,–
"Geoscientists and hydrologists, except geographers",37,–,–,–,–,–
"Physical scientists, all other",336,43.3,61.3,6.4,30.1,6.2
Economists,26,–,–,–,–,–
Survey researchers,5,–,–,–,–,–
Clinical and counseling psychologists,18,–,–,–,–,–
School psychologists,43,–,–,–,–,–
Other psychologists,145,80.3,82.7,11.8,4.1,3.5
Sociologists,3,–,–,–,–,–
Urban and regional planners,47,–,–,–,–,–
Miscellaneous social scientists and related workers,50,47.7,83.4,1.9,5.5,7.8
Agricultural and food science technicians,41,–,–,–,–,–
Biological technicians,24,–,–,–,–,–
Chemical technicians,68,42.6,82.5,10.3,5.0,12.1
Environmental science and geoscience technicians,21,–,–,–,–,–
Nuclear technicians,7,–,–,–,–,–
Social science research assistants,4,–,–,–,–,–
"Other life, physical, and social science technicians",258,54.1,78.0,4.9,10.9,10.7
Occupational health and safety specialists and technicians,85,35.8,90.3,1.6,2.9,11.7
Community and social service occupations,"2,717",68.8,72.7,19.9,3.4,13.5
Substance abuse and behavioral disorder counselors,130,81.3,70.2,25.4,1.7,16.8
"Educational, guidance, and career counselors and advisors",343,77.8,73.0,19.0,4.0,14.8
Marriage and family therapists,40,–,–,–,–,–
Mental health counselors,138,72.9,87.5,9.4,2.0,14.0
Rehabilitation counselors,28,–,–,–,–,–
"Counselors, all other",225,68.2,75.0,18.3,3.7,15.2
"Child, family, and school social workers",62,89.8,65.3,26.8,0.6,21.3
Healthcare social workers,78,87.0,69.0,20.3,8.2,9.2
Mental health and substance abuse social workers,24,–,–,–,–,–
"Social workers, all other",673,85.4,64.4,25.7,3.7,15.0
Probation officers and correctional treatment specialists,105,50.7,66.6,26.9,0.7,12.8
Social and human service assistants,230,79.6,72.6,18.9,3.2,14.9
Other community and social service specialists,100,77.6,61.6,30.4,3.3,12.7
Clergy,420,18.5,82.3,11.7,3.8,7.8
"Directors, religious activities and education",57,64.9,94.4,2.4,2.1,8.9
"Religious workers, all other",64,71.5,77.7,13.4,6.2,11.7
Legal occupations,"1,882",51.9,83.5,8.6,5.6,8.3
Lawyers,"1,183",37.4,86.5,6.8,5.2,5.8
Judicial law clerks,21,–,–,–,–,–
"Judges, magistrates, and other judicial workers",78,53.9,74.4,16.6,5.7,6.2
Paralegals and legal assistants,416,85.8,79.9,10.3,6.8,15.1
"Title examiners, abstractors, and searchers",101,69.0,76.4,11.5,9.2,7.8
"Legal support workers, all other",83,62.8,73.2,17.6,2.9,10.1
"Education, training, and library occupations","8,902",73.5,82.0,10.0,4.9,10.9
Postsecondary teachers,"1,156",51.1,79.1,6.5,11.2,6.2
Preschool and kindergarten teachers,535,98.8,82.8,12.0,2.2,15.3
Elementary and middle school teachers,"3,371",79.6,84.1,10.5,2.8,10.5
Secondary school teachers,963,58.8,87.0,7.7,3.0,8.9
Special education teachers,332,81.4,87.5,7.2,1.8,8.9
Tutors,195,67.4,75.9,12.4,7.5,16.0
Other teachers and instructors,687,67.5,79.1,11.6,6.2,9.7
"Archivists, curators, and museum technicians",57,63.6,94.6,0.6,4.4,7.6
Librarians and media collections specialists,176,83.2,83.1,9.5,3.5,9.9
Library technicians,34,–,–,–,–,–
Teaching assistants,"1,220",80.1,74.1,13.6,7.6,16.6
Other educational instruction and library workers,176,73.4,86.5,7.2,4.0,12.5
"Arts, design, entertainment, sports, and media occupations","3,042",51.3,82.0,8.5,5.9,11.2
Artists and related workers,256,53.5,85.7,3.6,6.1,9.3
Commercial and industrial designers,11,–,–,–,–,–
Fashion designers,34,–,–,–,–,–
Floral designers,50,81.5,90.0,2.6,0.8,18.6
Graphic designers,295,57.2,83.0,6.7,7.8,14.4
Interior designers,131,84.0,79.7,6.7,10.6,7.6
Merchandise displayers and window trimmers,24,–,–,–,–,–
Other designers,375,41.9,79.2,6.3,11.1,11.5
Actors,29,–,–,–,–,–
Producers and directors,181,45.2,83.8,6.1,6.7,8.7
Athletes and sports competitors,28,–,–,–,–,–
Coaches and scouts,210,44.8,75.2,14.7,3.5,5.4
"Umpires, referees, and other sports officials",25,–,–,–,–,–
Dancers and choreographers,7,–,–,–,–,–
Music directors and composers,50,30.8,83.3,10.1,2.2,14.0
Musicians and singers,118,31.8,78.5,12.9,3.8,13.0
"Disc jockeys, except radio",15,–,–,–,–,–
"Entertainers and performers, sports and related workers, all other",41,–,–,–,–,–
Broadcast announcers and radio disc jockeys,28,–,–,–,–,–
"News analysts, reporters, and journalists",77,54.0,80.1,10.9,6.7,5.3
Public relations specialists,145,59.4,83.3,11.0,3.4,13.6
Editors,99,61.1,94.5,0.7,0.8,8.5
Technical writers,65,50.1,88.0,7.3,3.6,8.0
Writers and authors,242,64.9,85.1,7.9,4.3,2.4
Interpreters and translators,91,72.9,74.6,8.3,11.4,29.4
Court reporters and simultaneous captioners,31,–,–,–,–,–
"Media and communication workers, all other",19,–,–,–,–,–
"Broadcast, sound, and lighting technicians",77,8.0,83.6,10.6,5.8,20.2
Photographers,186,52.1,84.9,6.7,5.6,10.0
"Television, video, and film camera operators and editors",100,31.1,74.5,16.3,5.8,18.5
"Media and communication equipment workers, all other",2,–,–,–,–,–
Healthcare practitioners and technical occupations,"9,559",74.4,75.6,12.1,9.4,9.4
Chiropractors,66,22.2,90.7,2.4,5.1,6.1
Dentists,173,28.7,78.8,1.4,16.6,5.5
Dietitians and nutritionists,106,91.4,74.7,15.5,8.2,9.9
Optometrists,42,–,–,–,–,–
Pharmacists,327,61.6,67.9,8.3,20.0,3.4
Emergency medicine physicians,17,–,–,–,–,–
Radiologists,25,–,–,–,–,–
Other physicians,929,40.6,67.0,8.5,22.0,8.8
Surgeons,54,26.3,82.4,4.2,13.4,15.6
Physician assistants,141,65.5,79.9,6.3,12.3,7.9
Podiatrists,12,–,–,–,–,–
Audiologists,20,–,–,–,–,–
Occupational therapists,124,86.3,87.6,4.0,7.4,6.5
Physical therapists,281,67.2,77.8,5.2,15.0,4.4
Radiation therapists,10,–,–,–,–,–
Recreational therapists,21,–,–,–,–,–
Respiratory therapists,122,72.4,75.0,18.5,2.3,7.0
Speech-language pathologists,195,94.4,89.7,6.6,3.6,8.5
Exercise physiologists,6,–,–,–,–,–
"Therapists, all other",233,84.4,79.2,11.7,4.3,12.1
Veterinarians,83,64.9,91.9,0.0,5.7,7.0
Registered nurses,"3,256",87.4,75.3,13.4,8.7,7.9
Nurse anesthetists,42,–,–,–,–,–
Nurse midwives,5,–,–,–,–,–
Nurse practitioners,218,88.0,86.2,9.1,3.2,6.3
Acupuncturists,23,–,–,–,–,–
"Healthcare diagnosing or treating practitioners, all other",15,–,–,–,–,–
Clinical laboratory technologists and technicians,331,70.4,72.4,13.7,9.5,19.0
Dental hygienists,190,93.9,88.9,2.1,7.7,10.5
Cardiovascular technologists and technicians,50,71.9,73.9,16.2,6.7,12.3
Diagnostic medical sonographers,90,84.0,79.3,9.3,5.5,5.1
Radiologic technologists and technicians,254,67.8,85.6,6.5,5.4,11.2
Magnetic resonance imaging technologists,57,58.8,74.2,16.3,8.6,6.7
Nuclear medicine technologists and medical dosimetrists,35,–,–,–,–,–
Emergency medical technicians,141,33.7,82.4,11.9,4.0,11.4
Paramedics,78,28.1,93.2,3.9,2.8,8.5
Pharmacy technicians,336,77.2,72.8,15.0,7.2,17.6
Psychiatric technicians,67,82.2,67.6,24.2,1.4,12.1
Surgical technologists,108,71.3,80.9,14.9,2.5,17.3
Veterinary technologists and technicians,105,88.1,91.8,3.2,1.2,9.8
Dietetic technicians and ophthalmic medical technicians,66,73.5,68.5,27.6,2.1,5.3
Licensed practical and licensed vocational nurses,596,90.0,68.0,25.6,2.9,15.3
Medical records specialists,183,95.9,76.8,16.1,1.7,13.2
"Opticians, dispensing",40,–,–,–,–,–
Miscellaneous health technologists and technicians,185,61.7,57.8,24.8,15.3,13.5
Other healthcare practitioners and technical occupations,100,62.8,68.9,17.3,10.8,3.5
,,,,,,
Service occupations,"22,853",57.0,72.9,17.0,5.6,25.0
Healthcare support occupations,"4,790",85.3,64.1,25.3,6.2,20.2
Home health aides,571,90.3,55.3,37.4,5.0,25.4
Personal care aides,"1,282",81.5,62.6,22.2,9.4,21.4
Nursing assistants,"1,364",89.3,57.0,35.2,4.7,13.7
Orderlies and psychiatric aides,55,57.5,51.4,37.2,1.2,8.7
Occupational therapy assistants and aides,37,–,–,–,–,–
Physical therapist assistants and aides,78,71.7,88.6,6.6,3.7,5.8
Massage therapists,151,80.6,73.7,10.5,10.0,11.0
Dental assistants,288,93.7,85.8,5.5,4.3,31.7
Medical assistants,561,90.2,72.9,17.4,4.0,27.9
Medical transcriptionists,46,–,–,–,–,–
Pharmacy aides,48,–,–,–,–,–
Veterinary assistants and laboratory animal caretakers,60,75.8,80.3,2.6,1.8,26.7
Phlebotomists,101,84.8,66.0,27.6,2.8,19.0
Other healthcare support workers,147,61.1,65.5,23.6,7.1,23.6
Protective service occupations,"3,024",23.6,74.5,19.4,2.5,15.9
First-line supervisors of correctional officers,51,27.7,63.6,30.6,2.0,11.1
First-line supervisors of police and detectives,100,12.7,89.2,7.5,2.3,14.0
First-line supervisors of firefighting and prevention workers,33,–,–,–,–,–
First-line supervisors of security workers,68,32.1,70.5,20.9,3.9,11.6
"First-line supervisors of protective service workers, all other",7,–,–,–,–,–
Firefighters,335,4.4,85.0,8.4,1.2,13.1
Fire inspectors,27,–,–,–,–,–
Bailiffs,18,–,–,–,–,–
Correctional officers and jailers,346,31.7,60.9,32.9,2.7,12.8
Detectives and criminal investigators,159,26.4,82.8,13.9,0.7,17.0
Fish and game wardens,4,–,–,–,–,–
Parking enforcement workers,12,–,–,–,–,–
Police officers,758,17.1,85.0,10.9,1.9,14.7
Animal control workers,8,–,–,–,–,–
Private detectives and investigators,90,45.4,71.6,21.9,3.8,16.2
Security guards and gambling surveillance officers,800,25.0,61.0,31.1,3.9,19.6
Crossing guards and flaggers,46,–,–,–,–,–
Transportation security screeners,42,–,–,–,–,–
School bus monitors,17,–,–,–,–,–
Other protective service workers,102,47.8,85.7,2.9,2.3,16.6
Food preparation and serving related occupations,"6,556",54.4,74.8,13.9,6.4,27.3
Chefs and head cooks,383,18.0,65.2,14.7,16.7,24.4
First-line supervisors of food preparation and serving workers,466,59.4,76.2,16.4,3.7,22.6
Cooks,"1,763",42.1,74.3,16.0,5.4,36.0
Food preparation workers,808,58.1,74.5,13.6,6.8,29.2
Bartenders,301,48.9,87.3,5.2,2.1,16.7
Fast food and counter workers,655,67.0,72.2,16.6,5.0,22.6
Waiters and waitresses,"1,388",70.0,75.8,11.3,7.2,22.1
"Food servers, nonrestaurant",157,77.1,68.6,18.8,7.7,22.0
Dining room and cafeteria attendants and bartender helpers,231,49.7,73.1,15.3,8.2,27.3
Dishwashers,184,19.2,77.2,12.7,4.4,37.6
"Hosts and hostesses, restaurant, lounge, and coffee shop",218,81.9,81.3,9.4,3.5,21.7
"Food preparation and serving related workers, all other",3,–,–,–,–,–
Building and grounds cleaning and maintenance occupations,"5,084",40.3,78.2,14.2,3.1,37.9
First-line supervisors of housekeeping and janitorial workers,321,42.5,79.6,13.4,3.2,30.9
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",253,6.0,84.9,7.8,3.2,25.1
Janitors and building cleaners,"2,043",38.6,74.7,17.0,3.9,33.6
Maids and housekeeping cleaners,"1,163",88.3,73.7,17.3,4.1,46.1
Pest control workers,112,2.5,85.3,6.2,0.5,30.9
Landscaping and groundskeeping workers,"1,066",6.5,85.6,9.0,1.0,44.5
Tree trimmers and pruners,109,7.0,88.0,7.7,0.1,21.6
Other grounds maintenance workers,17,–,–,–,–,–
Personal care and service occupations,"3,399",77.0,72.8,13.2,10.1,16.1
Supervisors of personal care and service workers,237,71.7,68.7,10.3,16.2,13.9
Animal trainers,72,52.6,88.5,7.5,0.0,12.7
Animal caretakers,272,76.5,90.0,4.7,1.7,13.9
Gambling services workers,64,50.6,49.2,14.5,25.3,15.5
"Ushers, lobby attendants, and ticket takers",22,–,–,–,–,–
Other entertainment attendants and related workers,144,37.1,78.8,10.0,6.2,12.6
"Embalmers, crematory operators, and funeral attendants",14,–,–,–,–,–
"Morticians, undertakers, and funeral arrangers",19,–,–,–,–,–
Barbers,102,25.6,64.9,28.2,4.1,31.2
"Hairdressers, hairstylists, and cosmetologists",646,90.8,77.5,14.4,5.1,14.6
Manicurists and pedicurists,214,79.3,14.2,6.9,76.7,7.3
Skincare specialists,72,93.9,72.9,4.7,15.9,22.2
Other personal appearance workers,19,–,–,–,–,–
"Baggage porters, bellhops, and concierges",60,32.5,61.1,24.6,8.6,33.7
Tour and travel guides,47,–,–,–,–,–
Childcare workers,928,94.8,76.6,16.1,3.8,21.6
Exercise trainers and group fitness instructors,202,67.1,83.0,11.9,2.1,10.1
Recreation workers,131,63.8,79.8,12.6,2.4,10.4
Residential advisors,33,–,–,–,–,–
"Personal care and service workers, all other",102,71.9,71.6,15.8,6.9,10.4
,,,,,,
Sales and office occupations,"29,726",61.3,78.7,12.5,5.1,17.3
Sales and related occupations,"14,168",48.7,80.2,10.6,5.5,17.1
First-line supervisors of retail sales workers,"3,067",44.7,80.3,9.4,6.3,15.3
First-line supervisors of non-retail sales workers,"1,176",31.7,84.7,6.7,6.8,14.2
Cashiers,"2,552",73.1,71.1,17.1,6.3,25.5
Counter and rental clerks,69,35.7,82.2,10.8,1.5,13.9
Parts salespersons,119,16.0,89.2,8.2,1.1,11.6
Retail salespersons,"2,751",47.5,78.7,12.2,4.5,18.5
Advertising sales agents,141,53.8,89.6,5.5,2.4,16.4
Insurance sales agents,641,50.1,79.9,10.8,5.7,14.0
"Securities, commodities, and financial services sales agents",242,22.8,85.2,4.3,9.0,8.2
Travel agents,51,79.5,85.0,7.3,7.3,5.4
"Sales representatives of services, except advertising, insurance, financial services, and travel",563,34.0,85.4,7.7,4.9,12.1
"Sales representatives, wholesale and manufacturing","1,217",30.5,88.8,4.5,4.2,13.6
"Models, demonstrators, and product promoters",28,–,–,–,–,–
Real estate brokers and sales agents,"1,037",57.5,84.9,7.9,5.0,14.5
Sales engineers,35,–,–,–,–,–
Telemarketers,48,–,–,–,–,–
"Door-to-door sales workers, news and street vendors, and related workers",114,62.4,81.9,13.3,1.5,22.4
"Sales and related workers, all other",317,52.2,79.6,12.6,4.4,13.8
Office and administrative support occupations,"15,558",72.7,77.4,14.3,4.7,17.4
First-line supervisors of office and administrative support workers,"1,273",69.2,80.6,12.8,3.9,13.6
"Switchboard operators, including answering service",12,–,–,–,–,–
Telephone operators,23,–,–,–,–,–
"Communications equipment operators, all other",8,–,–,–,–,–
Bill and account collectors,98,66.0,72.1,23.9,2.1,15.8
Billing and posting clerks,434,89.1,74.7,15.5,4.8,15.3
"Bookkeeping, accounting, and auditing clerks","1,179",87.3,86.5,7.7,4.0,14.2
Gambling cage workers,13,–,–,–,–,–
Payroll and timekeeping clerks,146,86.9,81.6,10.2,3.4,12.4
Procurement clerks,34,–,–,–,–,–
Tellers,279,80.4,82.5,12.2,3.7,17.7
"Financial clerks, all other",103,66.1,80.8,8.2,7.3,13.1
Brokerage clerks,6,–,–,–,–,–
Correspondence clerks,4,–,–,–,–,–
"Court, municipal, and license clerks",76,85.1,69.5,23.1,2.7,12.1
"Credit authorizers, checkers, and clerks",55,64.9,80.0,7.8,7.8,17.1
Customer service representatives,"2,404",63.8,73.1,17.7,4.9,19.6
"Eligibility interviewers, government programs",82,81.8,61.5,20.7,11.4,26.8
File clerks,161,77.6,83.0,8.8,5.6,16.0
"Hotel, motel, and resort desk clerks",91,82.6,69.1,21.9,3.0,27.7
"Interviewers, except eligibility and loan",208,78.3,72.1,20.5,3.4,18.1
"Library assistants, clerical",65,86.0,82.8,10.3,5.7,9.0
Loan interviewers and clerks,151,76.1,71.8,19.4,6.1,18.0
New accounts clerks,24,–,–,–,–,–
Order clerks,113,54.5,76.4,9.5,6.1,19.6
"Human resources assistants, except payroll and timekeeping",44,–,–,–,–,–
Receptionists and information clerks,"1,147",88.3,78.8,12.6,3.6,22.2
Reservation and transportation ticket agents and travel clerks,108,52.5,59.1,26.1,7.7,17.8
"Information and record clerks, all other",113,74.3,78.7,16.4,1.7,26.3
Cargo and freight agents,24,–,–,–,–,–
Couriers and messengers,578,22.6,69.9,21.1,4.4,23.1
Public safety telecommunicators,104,64.1,89.1,10.1,0.4,13.4
"Dispatchers, except police, fire, and ambulance",205,50.8,75.2,16.3,2.5,19.0
"Meter readers, utilities",25,–,–,–,–,–
Postal service clerks,91,62.1,49.5,38.4,9.6,10.2
Postal service mail carriers,312,36.7,72.7,18.7,6.8,13.6
"Postal service mail sorters, processors, and processing machine operators",66,46.9,49.0,31.1,18.7,6.1
"Production, planning, and expediting clerks",244,50.3,78.8,11.5,4.6,15.2
"Shipping, receiving, and inventory clerks",572,33.6,72.6,19.1,4.0,26.8
"Weighers, measurers, checkers, and samplers, recordkeeping",58,40.0,74.3,20.5,1.7,20.8
Executive secretaries and executive administrative assistants,196,92.5,83.0,12.8,3.3,9.8
Legal secretaries and administrative assistants,54,83.9,83.3,9.7,4.5,13.2
Medical secretaries and administrative assistants,72,93.3,81.2,8.2,7.6,18.5
"Secretaries and administrative assistants, except legal, medical, and executive","2,080",92.9,83.8,10.3,3.2,13.8
Data entry keyers,228,74.4,72.2,17.6,5.1,15.8
Word processors and typists,44,–,–,–,–,–
Desktop publishers,0,–,–,–,–,–
Insurance claims and policy processing clerks,236,79.2,74.8,17.5,5.7,17.3
"Mail clerks and mail machine operators, except postal service",62,41.3,70.8,21.0,4.2,20.0
"Office clerks, general","1,227",83.0,77.5,11.8,7.0,19.6
"Office machine operators, except computer",22,–,–,–,–,–
Proofreaders and copy markers,4,–,–,–,–,–
Statistical assistants,65,35.7,70.1,9.8,17.4,6.7
"Office and administrative support workers, all other",535,75.9,74.7,16.1,5.3,15.7
,,,,,,
"Natural resources, construction, and maintenance occupations","13,357",5.6,86.7,7.5,2.1,31.1
"Farming, fishing, and forestry occupations","1,045",24.1,90.0,4.3,1.6,43.0
"First-line supervisors of farming, fishing, and forestry workers",53,12.8,89.5,4.7,2.8,27.6
Agricultural inspectors,14,–,–,–,–,–
Animal breeders,4,–,–,–,–,–
"Graders and sorters, agricultural products",36,–,–,–,–,–
Miscellaneous agricultural workers,834,24.4,90.5,4.2,1.0,47.2
Fishing and hunting workers,35,–,–,–,–,–
Forest and conservation workers,21,–,–,–,–,–
Logging workers,47,–,–,–,–,–
Construction and extraction occupations,"7,710",4.0,87.8,7.0,1.6,35.7
First-line supervisors of construction trades and extraction workers,737,3.5,89.9,5.8,1.1,25.4
Boilermakers,19,–,–,–,–,–
"Brickmasons, blockmasons, and stonemasons",113,0.3,86.8,8.8,1.0,44.1
Carpenters,"1,114",3.2,87.9,6.9,1.9,35.5
"Carpet, floor, and tile installers and finishers",172,3.9,93.7,2.5,1.1,53.2
"Cement masons, concrete finishers, and terrazzo workers",55,2.8,82.9,8.4,1.3,53.3
Construction laborers,"1,902",3.8,86.6,8.0,1.4,46.0
Construction equipment operators,359,3.9,85.3,9.9,0.5,17.8
"Drywall installers, ceiling tile installers, and tapers",165,5.8,89.2,1.0,2.8,73.1
Electricians,901,3.1,87.8,7.6,1.7,23.8
Glaziers,45,–,–,–,–,–
Insulation workers,53,2.9,86.0,9.6,2.4,54.5
Painters and paperhangers,524,8.3,90.0,5.4,0.6,51.2
Pipelayers,49,–,–,–,–,–
"Plumbers, pipefitters, and steamfitters",537,2.3,88.1,6.9,1.7,24.5
Plasterers and stucco masons,24,–,–,–,–,–
Reinforcing iron and rebar workers,3,–,–,–,–,–
Roofers,210,3.3,86.9,5.1,1.4,53.2
Sheet metal workers,123,5.6,87.3,4.5,3.2,13.4
Structural iron and steel workers,47,–,–,–,–,–
Solar photovoltaic installers,20,–,–,–,–,–
"Helpers, construction trades",47,–,–,–,–,–
Construction and building inspectors,116,11.9,88.2,3.5,4.5,12.4
Elevator and escalator installers and repairers,19,–,–,–,–,–
Fence erectors,36,–,–,–,–,–
Hazardous materials removal workers,31,–,–,–,–,–
